image,ground_truth,base_pred,ft_pred,base_cer,ft_cer,base_wer,ft_wer,base_acc,ft_acc,base_precision,ft_precision,base_recall,ft_recall,base_f1,ft_f1
test_0051196.tif,M.D.,M.D.,M.D.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0062620.tif,masses,D masses «,masses,0.6666666666666666,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0
test_0068918.tif,City,City,CiRI,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test_0042843.tif,in,te,Se,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0049646.tif,SportWatch,ay,Pons,0.9,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0055740.tif,They,“They |,They,0.75,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0036011.tif,PILSEN,"""PILSEN",PILSEN,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0101932.tif,SAN,“san,SAN,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0032060.tif,LA,at,LAC,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0096437.tif,of,att,aff,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0090549.tif,ANIMATIN,>»,ines,1.0,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0015243.tif,dock,eae,dock,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0028710.tif,T.,TI,T.,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0084117.tif,HIGH,Hien,HIGH,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0089403.tif,20th,OUR,orn,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0102225.tif,ceive,cone,cave,0.6,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0040415.tif,APRIL,<a,S0L,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0070035.tif,and,and,and,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0078789.tif,0.45X,fxs,Ao,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0001372.tif,ejército,_elereito,ejercito,0.5,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0042922.tif,the,the w,the,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0073335.tif,Drew,opre|,Pres,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0023516.tif,flugis,ee,Ss,1.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0007433.tif,av,leave,ayy,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0058995.tif,three,", three",three,0.4,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0069741.tif,'P',Dre,TP,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0040951.tif,PA,vd,Vd,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0033429.tif,calories,4 calories:,calories,0.375,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0006468.tif,DUCATI,=a,STCAl,0.8333333333333334,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0025706.tif,RWY,-RWY:,RWY,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0042748.tif,WORLD,omy,OP,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0042472.tif,NECTAR,vem,ECTHR,0.8333333333333334,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0043319.tif,be,be,he,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test_0098771.tif,TESCO,CE,asx,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0083613.tif,ppria,feppria,prpria,0.4,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0019169.tif,Haloumi,post,Rekouw,0.8571428571428571,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0037398.tif,AMERICA,ecire,AMIBILA,0.7142857142857143,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0064650.tif,Mobile-,_ Mobile,Mobile,0.42857142857142855,0.14285714285714285,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0010719.tif,»MLB.com,toma,MiB.com,0.875,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0074427.tif,"text/html\r\n""",se,toda,0.9285714285714286,0.9285714285714286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0019621.tif,ACKSON,y ike,ANN,1.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0044430.tif,6abc,@,OE,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0005422.tif,many,Sy,Sy,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0012715.tif,BT,Sat,st,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0032335.tif,SHEA,SHEA,SHEA,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0017014.tif,=|T|,etn,IT,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0026523.tif,LOUVOIS,-rouvols,LOUVOIS,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0022981.tif,DUMMIES,&,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0044329.tif,CONTALINS,—,OR,1.0,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0011423.tif,SF,#,ST,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0075436.tif,CAN,kN,CAN,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0044818.tif,them,fem,then,0.5,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0015302.tif,Samsung,| Samsun,Samsung,0.42857142857142855,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0000123.tif,Series,2,SH,1.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0061466.tif,GAS,) GAS,GAS,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0059586.tif,technology,oe,aces,0.9,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0012768.tif,AT&T,PAT&T,ATT,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0014980.tif,NDON,NDON|,NDON,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0064116.tif,LE,LE,LE,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0087436.tif,"King,",aor,Ca,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0022939.tif,commit,ores,Jpem:,0.8333333333333334,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0004864.tif,Flos,fine,Plas,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0050179.tif,CADIZ,“caviZ®,CADIZ,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0102557.tif,Calda.,f Cala.,Calda.,0.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0028219.tif,Voice,"Ss,",CE,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0068450.tif,'YOICHI',peor,CHCHIT,0.875,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0084043.tif,Baja,Fares,Sof,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0081118.tif,"""vince",A sie,viace,0.8333333333333334,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0089364.tif,Leiber,ee,fata,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0102895.tif,the,other,the,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0005510.tif,they,Roe,hy,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0000435.tif,doesnot,kets,ariel,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0008095.tif,RODRIGO,RODRIGO.,RODRIGO,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0103058.tif,FLAVORED,io,RACE,0.875,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0003371.tif,diagram.),"+ dagam,) B",diagram.,0.7777777777777778,0.1111111111111111,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0015650.tif,Lite,@,IO,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0054447.tif,LITERS,oss,TS,0.8333333333333334,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0086957.tif,high,mapa,apt,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0079548.tif,&SNAKES:,Be,ES,0.875,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0028893.tif,huerta,a hiveris,huerta,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0042244.tif,Tales,| ates,Tales,0.6,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0080720.tif,humana,- ter,humana,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0075624.tif,(XL),zee,SI,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0053412.tif,competitive,- competitive:,competitive,0.2727272727272727,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0090980.tif,LIEVER,———s,NOOO,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0034760.tif,#hastags,oo,ee,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0035140.tif,by,ly,by,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0082701.tif,from,\ fom \,from,1.25,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0034928.tif,guide.,<—,So,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0039086.tif,parts,H nares,pazes,0.8,0.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0086076.tif,early,ae,a,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0052539.tif,consum,ii,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0017340.tif,av,[ay,ax,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0034957.tif,morovilha,2 moravilho |,morovilho,0.6666666666666666,0.1111111111111111,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0057718.tif,hier,oor,hier,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0069568.tif,The,The,The,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0093444.tif,events,event,events,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0102253.tif,them,od am,them,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0099579.tif,yds,5 yds |,yds,1.3333333333333333,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0
test_0041314.tif,hairs,ays!,as,0.8,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0035972.tif,CRCE,Ff,TE,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0055175.tif,OF,2.,I,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0048300.tif,IE,i,TX,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0023610.tif,derechos,i derechos d,derechos,0.5,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0
test_0000897.tif,From,ss,a,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0019066.tif,GONE,GONE,FONE,0.0,0.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test_0019132.tif,You'rE,aise,Vast,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0053403.tif,are,sare |,are,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0035177.tif,JUNE,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0037447.tif,TAITTINGER,UA ONILLUVL.,HENLE,1.0,0.8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0063670.tif,Donot,s,The,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0052755.tif,SMARTBoard,a 0,SMA,0.9,0.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0089717.tif,ST→,“Lp f,STed,1.6666666666666667,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0095545.tif,ER,ae,ane,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0039381.tif,OZ,J,EE,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0042267.tif,Civilization,e Ciilication,Casihzution,0.3333333333333333,0.4166666666666667,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0075414.tif,person.,ste,"persn,",0.8571428571428571,0.2857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0069748.tif,IS,Ta,ALL,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0028457.tif,20cm,=,20cn,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0067147.tif,TR∅NDER-,TRONDER-!,TRONDER.,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0029281.tif,LIST,UST,LIST,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0027541.tif,di,edit,di,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0012449.tif,ESTATE,‘esti,ESTATE,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0073565.tif,BOOZE,ssa,POE,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0012126.tif,SOUTH,» SOUTH,SOUTH,0.4,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0070572.tif,"dorthin,",Saorthin.<,"dorthin,",0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0044506.tif,thefe,p thle,thefe,0.8,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0037072.tif,frele,pot,fold,1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0074870.tif,LOVES,PLovES.,LOVES,0.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0095988.tif,10g,as,Tog,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0022729.tif,Tiago.,a,"Nato,",0.8333333333333334,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0097694.tif,ON,ae,OH,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0088330.tif,woman-,» woman =,woman-,0.6666666666666666,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0090043.tif,difficult,“difficult,difficult,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0008099.tif,Konzertserenade,Rensertserenade,Konsentserenade,0.2,0.13333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0025231.tif,WARING,Y VARING F,WARING,0.8333333333333334,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0093095.tif,nfringed.,Btnges f,afrinced.,0.7777777777777778,0.2222222222222222,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0027672.tif,DICALCIUM,Seca,OLED,0.7777777777777778,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0003273.tif,harder,harder,harder,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0056430.tif,USA,— UsAs,USA,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0087031.tif,us,74),VR,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0001595.tif,PROG,So.,Ce,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0087078.tif,the,AON,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0001641.tif,HAVRE-,HAVRE — §,HAVRE-,0.6666666666666666,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0067182.tif,PEACE,PEACE,PEACE,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0070225.tif,leave,oleaveh,leave,0.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0097813.tif,CHISTMAS,[CHISTMAS.,CHISTMAS,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0048814.tif,LET'S,x,LET'S,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0078965.tif,RUGS,RUGS,RUGS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_0043495.tif,arts,y arts },arts,1.0,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0
test_0011631.tif,who,siwho-,who,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0068901.tif,SAROYAN,“SAROYAN.,SAROYAN,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0019577.tif,good,end,good,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0092855.tif,HUNGRY,| ea!,RA,1.0,0.8333333333333334,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0082669.tif,LIBERTY,LIBERTY |,LIBERTY,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
test_0042238.tif,FOR,SFOR-,FOR,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0030154.tif,Stocks,oe,Stoets,0.8333333333333334,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0043153.tif,PLAYBALLS,aa,PLATBALL,0.7777777777777778,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0101389.tif,TOKAJ,TOKAJ,TOKAI,0.0,0.2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test_0059333.tif,Mosical,na |,Monal,1.0,0.42857142857142855,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0041963.tif,"quality,","P quality, |",quality.,0.5,0.125,2.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.5,0.0
test_0033853.tif,today,day,today,0.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0033150.tif,SWISS,—,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0087287.tif,THE,wie,A,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0074137.tif,example,“example,example,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
test_0020263.tif,Carlsberg,as,CNA,0.7777777777777778,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0029331.tif,TOO,700,TOD,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0046319.tif,technological,Seas,Mouepogeal,0.8461538461538461,0.6923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0054361.tif,SCOTLAND,« coT,SEDILANA,0.75,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0101482.tif,INDIGLO,i,,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0049030.tif,HTML&,J,OE,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_0021606.tif,FOR,eg,SA,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
